point_index,deterministic_evaluation_count,detuning_n,detuning_rad_per_s,detuning_hz,detuning_mhz,linewidth_rad_per_s,model_state_count,cooling_power_w_per_beam,repump_power_w_per_beam,restoring_slope_x_n_per_m,restoring_slope_x_coarse_n_per_m,restoring_slope_x_relative_change,restoring_slope_x_numerical_uncertainty_n_per_m,restoring_slope_x_converged,turnaround_velocity_x_m_per_s,turnaround_velocity_x_coarse_m_per_s,turnaround_velocity_x_absolute_change_m_per_s,turnaround_velocity_x_numerical_uncertainty_m_per_s,turnaround_force_x_n,turnaround_x_interior,turnaround_x_converged,restoring_slope_y_n_per_m,restoring_slope_y_coarse_n_per_m,restoring_slope_y_relative_change,restoring_slope_y_numerical_uncertainty_n_per_m,restoring_slope_y_converged,turnaround_velocity_y_m_per_s,turnaround_velocity_y_coarse_m_per_s,turnaround_velocity_y_absolute_change_m_per_s,turnaround_velocity_y_numerical_uncertainty_m_per_s,turnaround_force_y_n,turnaround_y_interior,turnaround_y_converged,restoring_slope_z_n_per_m,restoring_slope_z_coarse_n_per_m,restoring_slope_z_relative_change,restoring_slope_z_numerical_uncertainty_n_per_m,restoring_slope_z_converged,turnaround_velocity_z_m_per_s,turnaround_velocity_z_coarse_m_per_s,turnaround_velocity_z_absolute_change_m_per_s,turnaround_velocity_z_numerical_uncertainty_m_per_s,turnaround_force_z_n,turnaround_z_interior,turnaround_z_converged,all_converged,point_wall_time_s
100,1,-5.5,-209764141.4801905,-33385000.0,-33.385,38138934.81458009,24,0.027,0.0001,-9.649115633722923e-20,-9.649847383148132e-20,7.583590589919979e-05,7.317494252095091e-24,True,26.046527927312507,26.04644345356344,8.447374906594973e-05,8.447374906594973e-05,-2.0379839092822493e-20,True,True,-9.649115633722482e-20,-9.649847383148242e-20,7.583590595621301e-05,7.317494257596029e-24,True,26.04652792731245,26.046443453563434,8.447374901621174e-05,8.447374901621174e-05,-2.0379839092822493e-20,True,True,-1.929788885270519e-19,-1.9298327197678312e-19,2.271465943599024e-05,4.383449731227908e-24,True,26.05993648169518,26.05995870340503,2.2221709851777405e-05,2.2221709851777405e-05,-1.0298924276337441e-20,True,True,True,2.175327800010564
101,1,-5.550000000000001,-211671088.22091952,-33688500.00000001,-33.688500000000005,38138934.81458009,24,0.027,0.0001,-9.465794674148971e-20,-9.466509294739219e-20,7.549504451003324e-05,7.146205902477121e-24,True,26.283066778440567,26.283015923134016,5.085530655080106e-05,5.085530655080106e-05,-2.0393450216694933e-20,True,True,-9.46579467414765e-20,-9.466509294739614e-20,7.549504469137932e-05,7.146205919641972e-24,True,26.283066778440567,26.28301592313401,5.085530655790649e-05,5.085530655790649e-05,-2.0393450216694933e-20,True,True,-1.893125094358333e-19,-1.893166704028563e-19,2.197935590945344e-05,4.1609670230019425e-24,True,26.295767826981294,26.295795323838387,2.7496857093467497e-05,2.7496857093467497e-05,-1.0313809275259508e-20,True,True,True,2.236936200002674
102,1,-5.6000000000000005,-213578034.96164852,-33992000.00000001,-33.992000000000004,38138934.81458009,24,0.027,0.0001,-9.286550718366477e-20,-9.28724861928151e-20,7.51517906053747e-05,6.979009150328695e-24,True,26.519618440772266,26.51960117966027,1.7261111995736655e-05,1.7261111995736655e-05,-2.0406709690855358e-20,True,True,-9.286550718367399e-20,-9.28724861928151e-20,7.515179050607968e-05,6.979009141108305e-24,True,26.519618440772227,26.519601179660278,1.7261111949551378e-05,1.7261111949551378e-05,-2.0406709690855455e-20,True,True,-1.857276698204371e-19,-1.857316146903893e-19,2.124007669945849e-05,3.944869952197786e-24,True,26.53162526935038,26.531657958364896,3.268901451747297e-05,3.268901451747297e-05,-1.0328291907941797e-20,True,True,True,2.1539358999871183
103,1,-5.65,-215484981.70237753,-34295500.00000001,-34.295500000000004,38138934.81458009,24,0.027,0.0001,-9.111286682317155e-20,-9.11196826432711e-20,7.480634006151245e-05,6.815820099553466e-24,True,26.756179511424882,26.756195837939313,1.6326514430176076e-05,1.6326514430176076e-05,-2.041962642442978e-20,True,True,-9.111286682315726e-20,-9.111968264326761e-20,7.480634018002825e-05,6.815820110350711e-24,True,26.75617951142485,26.75619583793933,1.6326514479914067e-05,1.6326514479914067e-05,-2.0419626424429395e-20,True,True,-1.8222242801334897e-19,-1.822261630448133e-19,2.0497100741367848e-05,3.7350314643262644e-24,True,26.76750719036822,26.76754499296617,3.7802597947944605e-05,3.7802597947944605e-05,-1.0342383352398342e-20,True,True,True,2.206538999977056
104,1,-5.7,-217391928.44310653,-34599000.00000001,-34.599000000000004,38138934.81458009,24,0.027,0.0001,-8.939907596715094e-20,-8.940573252178485e-20,7.445887512702216e-05,6.65655463390926e-24,True,26.992746604545502,26.992796529813507,4.99252680050688e-05,4.99252680050688e-05,-2.0432209121614285e-20,True,True,-8.939907596716568e-20,-8.940573252178485e-20,7.445887496220546e-05,6.656554619175896e-24,True,26.992746604545502,26.992796529813546,4.992526804414865e-05,4.992526804414865e-05,-2.043220912161438e-20,True,True,-1.7879488464177074e-19,-1.7879841596440496e-19,1.9750691644750633e-05,3.531322634218375e-24,True,27.003412037391495,27.003454879233804,4.2841842308405376e-05,4.2841842308405376e-05,-1.0356094440672578e-20,True,True,True,2.221621300006518
105,1,-5.75,-219298875.1838355,-34902500.0,-34.9025,38138934.81458009,24,0.027,0.0001,-8.772320588075319e-20,-8.772970701004044e-20,7.410957251253315e-05,6.501129287251553e-24,True,27.22931634928721,27.229399902139658,8.355285244832089e-05,8.355285244832089e-05,-2.0444466292289125e-20,True,True,-8.772320588075451e-20,-8.77297070100395e-20,7.410957248673535e-05,6.501129284988585e-24,True,27.229316349287192,27.229399902139654,8.355285246253175e-05,8.355285246253175e-05,-2.0444466292289125e-20,True,True,-1.7544318224825802e-19,-1.754465158616523e-19,1.9001099681094304e-05,3.3336133942675455e-24,True,27.239338319830612,27.239386130625654,4.781079504212471e-05,4.781079504212471e-05,-1.0369435668603944e-20,True,True,True,2.232706100010546
106,1,-5.800000000000001,-221205821.92456454,-35206000.00000001,-35.206,38138934.81458009,24,0.027,0.0001,-8.608434857281518e-20,-8.609069803380503e-20,7.375859950292409e-05,6.34946098985239e-24,True,27.4658853878364,27.46600261482459,0.00011722698818772415,0.00011722698818772415,-2.045640626220631e-20,True,True,-8.608434857279853e-20,-8.609069803380714e-20,7.375859972079147e-05,6.3494610086061325e-24,True,27.46588538783632,27.4660026148246,0.0001172269882800947,0.0001172269882800947,-2.045640626220602e-20,True,True,-1.721655048626692e-19,-1.7216864663538717e-19,1.8248561002256804e-05,3.1417727179707592e-24,True,27.475284605613744,27.475337318939843,5.271332609879664e-05,5.271332609879664e-05,-1.0382417205448728e-20,True,True,True,2.206145500007551
107,1,-5.8500000000000005,-223112768.66529354,-35509500.00000001,-35.5095,38138934.81458009,24,0.027,0.0001,-8.448161655978626e-20,-8.448781802686482e-20,7.340611284552051e-05,6.201467078559664e-24,True,27.702450373504206,27.702601338924243,0.00015096542003689706,0.00015096542003689706,-2.046803718277381e-20,True,True,-8.448161655979234e-20,-8.448781802686482e-20,7.34061127735621e-05,6.201467072480948e-24,True,27.70245037350424,27.70260133892426,0.0001509654200191335,0.0001509654200191335,-2.046803718277381e-20,True,True,-1.6896007752883264e-19,-1.689630331981281e-19,1.7493299829767053e-05,2.955669295472556e-24,True,27.711249517848614,27.711307070989385,5.755314077049434e-05,5.755314077049434e-05,-1.0395048903341733e-20,True,True,True,2.2349113000091165
108,1,-5.9,-225019715.40602255,-35813000.00000001,-35.813,38138934.81458009,24,0.027,0.0001,-8.291414260926266e-20,-8.292019967505658e-20,7.305226350192189e-05,6.057065793927785e-24,True,27.93900796887789,27.93919275478168,0.0001847859037908961,0.0001847859037908961,-2.047936704045949e-20,True,True,-8.29141426092612e-20,-8.292019967505658e-20,7.305226351948936e-05,6.0570657953842696e-24,True,27.939007968877977,27.93919275478171,0.00018478590373405268,0.00018478590373405268,-2.0479367040458623e-20,True,True,-1.6582516579288633e-19,-1.6582794096469602e-19,1.6735528629963173e-05,2.7751718096952386e-24,True,27.94723173168513,27.94729406545343,6.233376830167003e-05,6.233376830167003e-05,-1.0407340306589695e-20,True,True,True,2.179782299994258
109,1,-5.95,-226926662.14675155,-36116500.00000001,-36.1165,38138934.81458009,24,0.027,0.0001,-8.138107946781282e-20,-8.138699564371899e-20,7.269719134784746e-05,5.9161759061659694e-24,True,28.17557176620787,28.175773550233746,0.00020178402587589517,0.00020178402587589517,-2.0490407517161678e-20,True,True,-8.138107946780198e-20,-8.138699564371899e-20,7.269719148112391e-05,5.9161759170113624e-24,True,28.175571766207913,28.175773550233778,0.00020178402586523703,0.00020178402586523703,-2.0490407517161775e-20,True,True,-1.6275907515807089e-19,-1.627616753070014e-19,1.597544670235857e-05,2.6001489305129342e-24,True,28.183232754544647,28.183297029924507,6.427537985942422e-05,6.427537985942422e-05,-1.0419300879048691e-20,True,True,True,2.1747826999926474
110,1,-6.0,-228833608.88748056,-36420000.00000001,-36.42000000000001,38138934.81458009,24,0.027,0.0001,-7.988159957282497e-20,-7.988737829012286e-20,7.234103133626287e-05,5.7787172978885335e-24,True,28.412151468738855,28.412340418849904,0.00018895011104902437,0.00018895011104902437,-2.0501160658566474e-20,True,True,-7.988159957283336e-20,-7.988737829012196e-20,7.234103121992545e-05,5.7787172885959215e-24,True,28.412151468738863,28.412340418849897,0.00018895011103481352,0.00018895011103481352,-2.0501160658566763e-20,True,True,-1.5976015050928023e-19,-1.5976258097928574e-19,1.5213243088233452e-05,2.4304700055104433e-24,True,28.419258160672037,28.419314738109765,5.6577437728577706e-05,5.6577437728577706e-05,-1.043093917605635e-20,True,True,True,2.173703899985412
