time_s,x_m,vx_m_per_s,Fx_n,effective_field_proxy_x_t,quantization_axis_x,y_m,vy_m_per_s,Fy_n,effective_field_proxy_y_t,quantization_axis_y,z_m,vz_m_per_s,Fz_n,effective_field_proxy_z_t,quantization_axis_z,radius_m,speed_m_per_s,total_780_scattering_rate_per_s,reference_vector_shift_hz,applied_reference_transition_shift_hz,total_trapping_intensity_w_per_m2
0.002264999999999992,-7.715845756816139e-05,0.23290606388448068,-6.523258442824009e-23,-1.5329353862275004e-05,-0.9999031492017092,0.0,0.0,0.0,0.0,0.0,-1.072443940153377e-06,0.00011424078684660422,1.2797068133553011e-24,2.1336441920251948e-07,0.013917335107856324,7.716591028623023e-05,0.23290609190212086,24861010.999656517,214570.83333255354,214570.8334640252,30748.389873285534
0.0022699999999999916,-7.600522754530435e-05,0.23064600457140802,-6.513101146119869e-23,-1.5099637391890132e-05,-0.9999002506671396,0.0,0.0,0.0,0.0,0.0,-1.07189621775997e-06,0.0001095444786813682,1.281238634249722e-24,2.132892701540647e-07,0.014124047429523357,7.601278560686445e-05,0.23064603058528188,24861124.727016654,211356.0166544757,211356.01678397763,30749.85887513527
0.0022749999999999914,-7.486328022344044e-05,0.2283894643727799,-6.501715074297859e-23,-1.4872179056541466e-05,-0.9998972453831574,0.0,0.0,0.0,0.0,0.0,-1.0713717115487416e-06,0.00010490124224567871,1.2827263474086576e-24,2.1321794181856927e-07,0.014335224978136633,7.48709460549129e-05,0.22838948846379933,24861236.18864485,208172.8117262339,208172.81185378536,30751.29181639176
0.0022799999999999912,-7.373259587837978e-05,0.22613686901213212,-6.489133333004756e-23,-1.4646974616236353e-05,-0.9998941289463842,0.0,0.0,0.0,0.0,0.0,-1.0708701638018648e-06,0.00010030954937536384,1.284170263609235e-24,2.131503405508976e-07,0.014550975862517718,7.374037196727576e-05,0.2261368912597321,24861345.4405303,205021.15936688776,205021.15949250816,30752.689356117535
0.002284999999999991,-7.261315271466397e-05,0.22388863274316118,-6.475388498883429e-23,-1.4424019398496687e-05,-0.9998908966481013,0.0,0.0,0.0,0.0,0.0,-1.0703913243884974e-06,9.576788267348939e-05,1.2855713300539394e-24,2.1308647336264067e-07,0.014771418356270279,7.262104161157727e-05,0.2238886532254135,24861452.53933467,201900.9943679378,201900.99449164642,30754.05214845091
0.002289999999999991,-7.150492692199895e-05,0.22164515853300407,-6.460512568461108e-23,-1.4203308391506137e-05,-0.9998875436067058,0.0,0.0,0.0,0.0,0.0,-1.0699349506006972e-06,9.127475756006097e-05,1.2869301346966303e-24,2.1302629878568146e-07,0.014996670968844338,7.151293124267057e-05,0.22164517732673966,24861557.542001136,198812.24676733054,198812.2468891466,30755.38084237069
0.0022949999999999906,-7.040789273068283e-05,0.21940683826322604,-6.444537039619066e-23,-1.3984836144075113e-05,-0.9998840646863733,0.0,0.0,0.0,0.0,0.0,-1.06950080705157e-06,8.682870982543454e-05,1.2882473685312184e-24,2.1296979643765891e-07,0.015226857399236194,7.041601515814157e-05,0.21940685544415034,24861660.50595782,195754.8404638054,195754.84058374813,30756.67608147421
0.0022999999999999904,-6.932202246616991e-05,0.21717405290258232,-6.427492862438788e-23,-1.3768596856989892e-05,-0.9998804545607597,0.0,0.0,0.0,0.0,0.0,-1.0690886655555688e-06,8.242829920025961e-05,1.289523372907876e-24,2.129168973949994e-07,0.015462101647845127,6.933026575295227e-05,0.21717406854539087,24861761.488919042,192728.69448078162,192728.69459887018,30757.93850376829
0.00230499999999999,-6.824728660268586e-05,0.21494717269680982,-6.409410462336302e-23,-1.355458437221939e-05,-0.9998767075816084,0.0,0.0,0.0,0.0,0.0,-1.0686983050693605e-06,7.807209724166233e-05,1.2907588597574346e-24,2.1286759356904812e-07,0.015702535965976636,6.82556535731393e-05,0.21494718687529862,24861860.549227376,189733.72283877624,189733.72295502972,30759.168741472688
0.00230999999999999,-6.718365381593384e-05,0.21272655735040363,-6.390319750603136e-23,-1.3342792176174583e-05,-0.9998728177780722,0.0,0.0,0.0,0.0,0.0,-1.0683295115684982e-06,7.37587001724466e-05,1.2919547648659251e-24,2.1282191780715664e-07,0.015948299863558536,6.719214736860648e-05,0.21272657013758395,24861957.745835993,186769.83459784082,186769.8347122783,30760.36742083578
0.00231499999999999,-6.613109103491014e-05,0.21051255620474144,-6.370250121856615e-23,-1.3133213416788978e-05,-0.9998687790428281,0.0,0.0,0.0,0.0,0.0,-1.067982077885314e-06,6.948673663681972e-05,1.2931111505566136e-24,2.127797747690633e-07,0.016199527629039957,6.613971414502981e-05,0.21051256767295626,24862053.13777644,183836.93405924,183836.93417188045,30761.53516196201
0.0023199999999999896,-6.508956349282468e-05,0.20830550841709136,-6.349230489152522e-23,-1.292584087709882e-05,-0.999864584874661,0.0,0.0,0.0,0.0,0.0,-1.0676558036981227e-06,6.525483743825157e-05,1.2942285825939203e-24,2.1274114979712264e-07,0.01645636391861579,6.509831921487394e-05,0.20830551863812138,24862146.784851823,180934.9204418516,180934.92055271388,30762.67257865083
0.0023249999999999894,-6.40590347771874e-05,0.20610574312745464,-6.327288869798367e-23,-1.2720667622209696e-05,-0.9998602284519118,0.0,0.0,0.0,0.0,0.0,-1.0673504954332138e-06,6.106165298178318e-05,1.2953076892270663e-24,2.127060392857781e-07,0.01671895810421589,6.406792624757732e-05,0.2061057521726305,24862238.747405,178063.6969212918,178063.69703039483,30763.780278246784
0.002329999999999989,-6.303946687834286e-05,0.20391357976890798,-6.304453324776846e-23,-1.2517685599557634e-05,-0.9998557026509639,0.0,0.0,0.0,0.0,0.0,-1.0670659661560194e-06,5.690585543888592e-05,1.2963487769998888e-24,2.1267440090933093e-07,0.01698746232806698,6.304849731819003e-05,0.2039135877092235,24862329.086278852,175223.1510304487,175223.1511378113,30764.85886150095
0.002334999999999989,-6.20308202380805e-05,0.20172932805247196,-6.280751495373275e-23,-1.2316886347112156e-05,-0.9998509999233879,0.0,0.0,0.0,0.0,0.0,-1.0668020355180114e-06,5.278612760160154e-05,1.2973524440196711e-24,2.1264624314774385e-07,0.01726203789248032,6.203999295609279e-05,0.20172933495869438,24862417.863127444,172413.16459149792,172413.16469713877,30765.908922441904
0.002339999999999989,-6.10330537975179e-05,0.19955328811252004,-6.256210312078234e-23,-1.2118261448882189e-05,-0.9998461124196228,0.0,0.0,0.0,0.0,0.0,-1.0665585296530909e-06,4.870117298409934e-05,1.2983189545604051e-24,2.1262152579834532e-07,0.017542846957293013,6.104237219299305e-05,0.19955329405530417,24862505.140051506,169633.62006711756,169633.62017105534,30766.931048256632
0.0023449999999999886,-6.00461250437527e-05,0.19738575075304166,-6.230856228368351e-23,-1.1921802209186042e-05,-0.9998410318386014,0.0,0.0,0.0,0.0,0.0,-1.0663352811318077e-06,4.464970425663069e-05,1.2992488057572819e-24,2.1260024948654723e-07,0.01783006034540531,6.005559260969599e-05,0.1973857558030416,24862590.980006475,166884.39602390054,166884.3961261538,30767.925819181706
0.0023499999999999884,-5.906999005568815e-05,0.19522699761290938,-6.204715249595305e-23,-1.1727499623401184e-05,-0.9998357495179053,0.0,0.0,0.0,0.0,0.0,-1.0661321288752414e-06,4.063045131327811e-05,1.3001422104917612e-24,2.1258237606091134e-07,0.018123851300667616,5.907961038205411e-05,0.19522700184089417,24862675.4465422,164165.36670401949,164165.36680460675,30768.893808403845
