point_index,detuning_n,ensemble_index,requested_atom_count,successful_atom_count,complete_atom_count,trapped_atom_count,aligned_trapped_atom_count,complete_outside_core_count,escaped_atom_count,other_incomplete_atom_count,failed_atom_count,duration_complete_fraction,trapped_fraction,initial_temperature_x_k,initial_temperature_y_k,initial_temperature_z_k,initial_temperature_mean_k,plateau_temperature_x_k,plateau_temperature_y_k,plateau_temperature_z_k,plateau_temperature_mean_k,final_temperature_x_k,final_temperature_y_k,final_temperature_z_k,final_temperature_mean_k,plateau_window_1_mean_k,plateau_window_2_mean_k,plateau_window_3_mean_k,plateau_window_4_mean_k,stationarity_metric,relative_drift,stationarity_pass,statistics_pass,survivor_conditioning_warning,valid,quality_status,plateau_max_radius_median_m,plateau_max_radius_p90_m,plateau_max_radius_max_m,termination_counts_json,boundedness_counts_json
3,-7.0,0,25,25,25,22,22,3,0,0,0,1.0,0.88,0.002060613075791395,0.0023756147206295255,0.0017469619704117265,0.0020610632556108824,0.0014209473583815867,0.0016754973908371452,0.0012123354400345287,0.0014362600630844203,0.00131278813502082,0.002281494457538858,0.0011774579018764512,0.001590580164812043,0.0015384059428688879,0.0015162420701502076,0.0013650929761012537,0.001316052529895074,0.15481417236952327,-0.1982937328908165,False,True,True,False,nonstationary,0.0013641257319146783,0.0020408891051852808,0.0025286402726527805,"{""duration"": 25}","{""complete_final_plateau_core"": 22, ""complete_outside_final_plateau_core"": 3}"
3,-7.0,1,25,25,25,23,23,2,0,0,0,1.0,0.92,0.0013555361454798424,0.002120962661361385,0.0020422794881892812,0.0018395927650101697,0.0014326062826139736,0.001234668343995323,0.0013085646685272083,0.0013252797650455015,0.0016889827946336613,0.0010142709149311715,0.0012623044829057498,0.0013218527308235274,0.001371530442097234,0.0012211412610772321,0.001246886710634379,0.0014729173864837998,0.18997960434257696,0.08108168088009196,False,True,True,False,nonstationary,0.0012753555744993866,0.0018912387691547548,0.002219483718710689,"{""duration"": 25}","{""complete_final_plateau_core"": 23, ""complete_outside_final_plateau_core"": 2}"
3,-7.0,2,25,25,25,25,25,0,0,0,0,1.0,1.0,0.002256910043070555,0.002421969660678625,0.0021249667653756464,0.002267948823041609,0.0013612547232500472,0.0015291083355463172,0.0014739088015790728,0.0014547572867918124,0.0013292926214415303,0.001965654599047001,0.001844797453091593,0.0017132482245267079,0.0012111838874670547,0.0013354986049348195,0.0014540999042251196,0.0018485375391859606,0.4381168305569837,0.5445218237361072,False,True,False,False,nonstationary,0.0012457139038844732,0.0017036899054302188,0.001907447308300265,"{""duration"": 25}","{""complete_final_plateau_core"": 25}"
3,-7.0,3,25,25,25,20,20,5,0,0,0,1.0,0.8,0.0022109875834233255,0.0021573409121333404,0.001909442690703677,0.0020925903954201147,0.0017543327680912223,0.0011457441209515539,0.0014366910255045168,0.0014455893048490977,0.0017399586276591306,0.0009531046411972847,0.0022035592102250495,0.001632207493027155,0.0013874550370396217,0.0016716027185179365,0.0012266962190424853,0.0015008544064586179,0.30776825615896075,-0.011079374640430833,False,True,True,False,nonstationary,0.0013272161105763957,0.0021360326923895363,0.0022784563565074476,"{""duration"": 25}","{""complete_final_plateau_core"": 20, ""complete_outside_final_plateau_core"": 5}"
3,-7.0,4,25,25,25,24,24,1,0,0,0,1.0,0.96,0.0024847225909429872,0.0018552234971313196,0.003119779872917771,0.0024865753203306925,0.0018003415091448053,0.0012942712933998572,0.0013316263967117232,0.0014754130664187952,0.0019984497993527054,0.0018004056090321356,0.0014984972342659117,0.0017657842142169177,0.001200273272132407,0.0012882732550484033,0.0016833207173159305,0.0017509826840750758,0.37325778419421296,0.52247304879237,False,True,True,False,nonstationary,0.0013908194887395943,0.0017188477500109092,0.002262320466480849,"{""duration"": 25}","{""complete_final_plateau_core"": 24, ""complete_outside_final_plateau_core"": 1}"
3,-7.0,5,25,25,25,23,23,2,0,0,0,1.0,0.92,0.0021628892294795086,0.001427999476845967,0.0021344034761473546,0.0019084307274909434,0.0016983422836176123,0.0015472875153821522,0.0013807697986974584,0.0015421331992324077,0.0013655724330347585,0.0019069861029907239,0.0017200616148734303,0.0016642067169663044,0.001809323989814053,0.0016384964552713611,0.0013630757056501406,0.0013422619334408816,0.30286751922962957,-0.3560525015726261,False,True,True,False,nonstationary,0.0012946860469615837,0.0019624746331944657,0.002085695276532221,"{""duration"": 25}","{""complete_final_plateau_core"": 23, ""complete_outside_final_plateau_core"": 2}"
3,-7.0,6,25,25,25,21,21,4,0,0,0,1.0,0.84,0.0012605380826834274,0.0018631177297407386,0.0032703822253683677,0.0021313460125975113,0.0011220764922644725,0.0015027709218561071,0.0014925378274935916,0.0013724617472047236,0.0008316710524768317,0.0011187204829760007,0.00121369200831765,0.0010546945145901607,0.0014190948058774985,0.001219883376773243,0.0013538765341999726,0.0015073698156984694,0.20946772433603095,0.07916425768611786,False,True,True,False,nonstationary,0.001455487672001324,0.002118521388170768,0.0032313063266552304,"{""duration"": 25}","{""complete_final_plateau_core"": 21, ""complete_outside_final_plateau_core"": 4}"
3,-7.0,7,25,25,25,25,25,0,0,0,0,1.0,1.0,0.0017502953474228939,0.002231560726184753,0.002248479575739633,0.0020767785497824262,0.0009638031709467057,0.0016379018113023471,0.0017311706170392792,0.0014442918664294441,0.0006782180546747626,0.0013052524150725514,0.00192256368072305,0.0013020113834901214,0.0013265716639488012,0.001348312435398217,0.0014473826915978043,0.0016724514088015789,0.2394805045242387,0.25952956822085793,False,True,False,False,nonstationary,0.0012326759475004712,0.001679213899421257,0.0017870040405890764,"{""duration"": 25}","{""complete_final_plateau_core"": 25}"
3,-7.0,8,25,25,25,24,24,1,0,0,0,1.0,0.96,0.0027751996674702105,0.0019790527462109145,0.0028924303138813,0.002548894242520808,0.0012689325387874673,0.0012936685331923074,0.0012202150038246363,0.0012609386919348036,0.0014210491131338794,0.002121974221152121,0.0013615001129694186,0.0016348411490851396,0.0012831847335298978,0.0014406461789585622,0.0011172333600675242,0.0011978364787872658,0.2564857601401607,-0.16076249116936378,False,True,True,False,nonstationary,0.001329571410924585,0.0017446130324770763,0.0023848188368410044,"{""duration"": 25}","{""complete_final_plateau_core"": 24, ""complete_outside_final_plateau_core"": 1}"
3,-7.0,9,25,25,25,25,25,0,0,0,0,1.0,1.0,0.0013932906815537053,0.0014042926269740965,0.0023246820269723647,0.0017074217785000556,0.001607776320546559,0.0015948640853761444,0.0012364257341672211,0.0014796887133633081,0.001961902652644188,0.0017998993944212329,0.001368360990601586,0.0017100543458890023,0.0014998728787621218,0.0014002914918531011,0.0014313385424838795,0.0015962155426033642,0.13240896479160869,0.0749223888941429,True,True,False,True,valid,0.0013068185141853746,0.0016952512161746464,0.0017782918032255418,"{""duration"": 25}","{""complete_final_plateau_core"": 25}"
