Wavelength (nm),Differential Scalar Polarizability,Differential Vector Polarizability,Differential Tensor Polarizability
601.9300160834673,1.7596315366289235e-38,-1.4212925734659371e-38,1.5502118727518628e-39
601.9400161668013,1.7593213409981015e-38,-1.4213410309771085e-38,1.5523905540779207e-39
601.9500162501354,1.7590108056251166e-38,-1.4213891511514834e-38,1.5545720647576344e-39
601.9600163334694,1.7586999296515033e-38,-1.4214369332652617e-38,1.5567564111340523e-39
601.9700164168034,1.7583887122169157e-38,-1.4214843765922154e-38,1.5589435995675124e-39
601.9800165001375,1.758077152459149e-38,-1.4215314804036747e-38,1.561133636435517e-39
601.9900165834715,1.7577652495141094e-38,-1.4215782439685187e-38,1.5633265281329566e-39
602.0000166668055,1.7574530025158274e-38,-1.4216246665531737e-38,1.565522281072037e-39
602.0100167501396,1.7571404105964454e-38,-1.4216707474215928e-38,1.567720901682396e-39
602.0200168334736,1.7568274728861996e-38,-1.4217164858352571e-38,1.569922396411181e-39
602.0300169168077,1.756514188513422e-38,-1.4217618810531655e-38,1.572126771723129e-39
602.0400170001417,1.7562005566045413e-38,-1.4218069323318187e-38,1.5743340341005232e-39
602.0500170834757,1.75588657628406e-38,-1.4218516389252206e-38,1.576544190043393e-39
602.0600171668098,1.7555722466745533e-38,-1.421896000084863e-38,1.5787572460695176e-39
602.0700172501438,1.755257566896684e-38,-1.421940015059714e-38,1.58097320871438e-39
602.0800173334778,1.754942536069153e-38,-1.4219836830962177e-38,1.5831920845314647e-39
602.0900174168119,1.7546271533087217e-38,-1.4220270034382802e-38,1.5854138800921393e-39
602.1000175001458,1.754311417730206e-38,-1.4220699753272594e-38,1.5876386019857568e-39
602.1100175834798,1.7539953284464565e-38,-1.422112598001955e-38,1.589866256819759e-39
602.1200176668139,1.7536788845683522e-38,-1.4221548706986078e-38,1.5920968512197276e-39
602.1300177501479,1.7533620852048058e-38,-1.4221967926508795e-38,1.594330391829416e-39
602.1400178334819,1.753044929462744e-38,-1.4222383630898484e-38,1.5965668853108506e-39
602.150017916816,1.7527274164471111e-38,-1.4222795812440028e-38,1.5988063383443543e-39
602.16001800015,1.7524095452608483e-38,-1.4223204463392267e-38,1.6010487576286922e-39
602.170018083484,1.752091315004895e-38,-1.4223609575987936e-38,1.6032941498810893e-39
602.1800181668181,1.7517727247781936e-38,-1.4224011142433565e-38,1.6055425218371922e-39
602.1900182501521,1.7514537736776542e-38,-1.422440915490939e-38,1.6077938802513443e-39
602.2000183334861,1.7511344607981641e-38,-1.4224803605569225e-38,1.6100482318965435e-39
602.2100184168202,1.7508147852325867e-38,-1.4225194486540393e-38,1.6123055835644667e-39
602.2200185001542,1.7504947460717424e-38,-1.4225581789923671e-38,1.6145659420655954e-39
602.2300185834882,1.7501743424044055e-38,-1.4225965507793107e-38,1.6168293142292662e-39
602.2400186668223,1.7498535733172906e-38,-1.4226345632195994e-38,1.6190957069038198e-39
602.2500187501563,1.7495324378950627e-38,-1.4226722155152733e-38,1.6213651269564723e-39
602.2600188334903,1.749210935220307e-38,-1.4227095068656767e-38,1.6236375812736054e-39
602.2700189168243,1.748889064373548e-38,-1.4227464364674438e-38,1.6259130767606302e-39
602.2800190001583,1.7485668244331989e-38,-1.4227830035144974e-38,1.6281916203423525e-39
602.2900190834923,1.748244214475611e-38,-1.4228192071980265e-38,1.6304732189626294e-39
602.3000191668264,1.747921233575019e-38,-1.422855046706489e-38,1.6327578795848115e-39
602.3100192501604,1.747597880803562e-38,-1.4228905212255922e-38,1.635045609191585e-39
602.3200193334944,1.747274155231255e-38,-1.4229256299382889e-38,1.6373364147851573e-39
