Wavelength (nm),Differential Scalar Polarizability,Differential Vector Polarizability,Differential Tensor Polarizability
1529.1249100129264,-2.7470541790639266e-34,-1.8001726242781773e-34,9.818745114446734e-36
1529.1249150129977,-2.7471178179601524e-34,-1.8002054453746661e-34,9.818380140951077e-36
1529.1249200130685,-2.7471814599912356e-34,-1.8002382675181163e-34,9.818015111078447e-36
1529.124925013139,-2.747245105153816e-34,-1.8002710907066977e-34,9.817650024841641e-36
1529.1249300132104,-2.747308753449949e-34,-1.8003039149413717e-34,9.817284882222339e-36
1529.1249350132814,-2.7473724048780775e-34,-1.80033674022124e-34,9.816919683222839e-36
1529.1249400133524,-2.7474360594420616e-34,-1.8003695665481954e-34,9.81655442781447e-36
1529.1249450134237,-2.7474997171403467e-34,-1.8004023939213383e-34,9.816189115999628e-36
1529.1249500134943,-2.747563377967762e-34,-1.8004352223379064e-34,9.815823747801336e-36
1529.1249550135656,-2.747627041933588e-34,-1.8004680518025868e-34,9.815458323159834e-36
1529.1249600136366,-2.7476907090308505e-34,-1.8005008823116862e-34,9.815092842108563e-36
1529.1249650137077,-2.747754379263411e-34,-1.800533713867098e-34,9.814727304618821e-36
1529.1249700137787,-2.7478180526315164e-34,-1.8005665464688544e-34,9.814361710682571e-36
1529.1249750138495,-2.747881729135419e-34,-1.8005993801169866e-34,9.813996060291848e-36
1529.1249800139208,-2.7479454087735615e-34,-1.800632214810594e-34,9.813630353448987e-36
1529.1249850139916,-2.7480090915498057e-34,-1.8006650505515712e-34,9.813264590125259e-36
1529.1249900140626,-2.748072777457176e-34,-1.8006978873362237e-34,9.812898770354142e-36
1529.1249950141337,-2.7481364665049533e-34,-1.8007307251692402e-34,9.812532894075768e-36
1529.1250000142047,-2.7482001586897765e-34,-1.8007635640487882e-34,9.812166961302908e-36
1529.1250050142758,-2.7482638540082796e-34,-1.800796403973038e-34,9.811800972048232e-36
1529.1250100143468,-2.748327552464327e-34,-1.8008292449438822e-34,9.811434926283047e-36
1529.1250150144178,-2.7483912540563605e-34,-1.800862086960421e-34,9.811068824009745e-36
1529.1250200144889,-2.748454958788244e-34,-1.800894930024549e-34,9.81070266519944e-36
1529.12502501456,-2.748518666656615e-34,-1.8009277741344348e-34,9.810336449864986e-36
1529.125030014631,-2.7485823776635264e-34,-1.8009606192910402e-34,9.809970177987936e-36
1529.125035014702,-2.7486460918092325e-34,-1.8009934654943974e-34,9.809603849560282e-36
1529.125040014773,-2.7487098090939815e-34,-1.8010263127445377e-34,9.809237464573993e-36
1529.125045014844,-2.748773529518023e-34,-1.8010591610414926e-34,9.808871023021048e-36
1529.125050014915,-2.7488372530743784e-34,-1.801092010381566e-34,9.80850452493505e-36
1529.125055014986,-2.7489009797723314e-34,-1.801124860769448e-34,9.808137970255973e-36
1529.125060015057,-2.7489647096157513e-34,-1.8011577122070334e-34,9.807771358954985e-36
1529.125065015128,-2.749028442594041e-34,-1.8011905646887631e-34,9.807404691086453e-36
1529.125070015199,-2.749092178712872e-34,-1.8012234182174636e-34,9.807037966611167e-36
1529.12507501527,-2.7491559179724973e-34,-1.8012562727931653e-34,9.806671185521112e-36
1529.1250800153412,-2.749219660373165e-34,-1.8012891284159019e-34,9.806304347808229e-36
1529.1250850154122,-2.7492834059151256e-34,-1.8013219850857028e-34,9.805937453464526e-36
1529.1250900154832,-2.749347154596823e-34,-1.8013548428016674e-34,9.805570502492296e-36
1529.1250950155545,-2.7494109064185032e-34,-1.8013877015638278e-34,9.805203494883633e-36
1529.125100015625,-2.749474661380421e-34,-1.8014205613722153e-34,9.80483643063041e-36
1529.1251050156964,-2.749538419484631e-34,-1.8014534222277917e-34,9.80446930971422e-36
1529.1251100157674,-2.749602180735003e-34,-1.8014862841324546e-34,9.804102132106176e-36
1529.1251150158382,-2.749665945120936e-34,-1.8015191470806407e-34,9.803734897860756e-36
